agent_position,agent_value,asset_class,benchmark_return,buy_hold_value,close,daily_return,date,risk_style,ticker
0.6,101016.752401997,high-volatility growth stock,0.02907573629435012,129138.85694591654,431.4400024414063,0.01744544177661007,2026-01-21,very_high_volatility,TSLA
0.6,103534.20808497454,high-volatility growth stock,0.041535283721378935,134502.67600861975,449.3599853515625,0.02492117023282736,2026-01-22,very_high_volatility,TSLA
0.6,103492.73710456776,high-volatility growth stock,-0.0006675890216037983,134412.88349874006,449.05999755859375,-0.00040055341296227895,2026-01-23,very_high_volatility,TSLA
0.6,101576.18987961672,high-volatility growth stock,-0.030864440001146964,130264.30512061204,435.2000122070313,-0.01851866400068818,2026-01-26,very_high_volatility,TSLA
0.0,101576.18987961672,high-volatility growth stock,-0.009880556502607218,128977.22129359496,430.8999938964844,-0.0,2026-01-27,very_high_volatility,TSLA
0.0,101576.18987961672,high-volatility growth stock,0.0012995998294869082,129144.84006839582,431.4599914550781,0.0,2026-01-28,very_high_volatility,TSLA
0.0,101576.18987961672,high-volatility growth stock,-0.03453389466363932,124684.96576512129,416.55999755859375,-0.0,2026-01-29,very_high_volatility,TSLA
0.0,101576.18987961672,high-volatility growth stock,0.033248526466028494,128830.55714927879,430.4100036621094,0.0,2026-01-30,very_high_volatility,TSLA
0.0,101576.18987961672,high-volatility growth stock,-0.019980962408733927,126256.3986297828,421.80999755859375,-0.0,2026-02-02,very_high_volatility,TSLA
0.0,101576.18987961672,high-volatility growth stock,0.0003555958781265023,126301.29488472264,421.9599914550781,0.0,2026-02-03,very_high_volatility,TSLA
0.0,101576.18987961672,high-volatility growth stock,-0.03779974882085746,121527.13766233106,406.010009765625,-0.0,2026-02-04,very_high_volatility,TSLA
0.0,101576.18987961672,high-volatility growth stock,-0.02167438757390938,118893.11137988986,397.2099914550781,-0.0,2026-02-05,very_high_volatility,TSLA
0.0,101576.18987961672,high-volatility growth stock,0.03499406912088299,123053.66513751456,411.1099853515625,0.0,2026-02-06,very_high_volatility,TSLA
0.0,101576.18987961672,high-volatility growth stock,0.015105500216312517,124912.45230286733,417.3200073242188,0.0,2026-02-09,very_high_volatility,TSLA
0.0,101576.18987961672,high-volatility growth stock,0.018906316477488083,127274.08665808447,425.2099914550781,0.0,2026-02-10,very_high_volatility,TSLA
0.0,101576.18987961672,high-volatility growth stock,0.00719643851293883,128190.00679700983,428.2699890136719,0.0,2026-02-11,very_high_volatility,TSLA
0.0,101576.18987961672,high-volatility growth stock,-0.02615168463063966,124837.62216645488,417.0700073242188,-0.0,2026-02-12,very_high_volatility,TSLA
0.0,101576.18987961672,high-volatility growth stock,0.0008871295242764976,124948.36930681922,417.4400024414063,0.0,2026-02-13,very_high_volatility,TSLA
0.0,101576.18987961672,high-volatility growth stock,-0.016313715788533467,122909.99712170706,410.6300048828125,-0.0,2026-02-17,very_high_volatility,TSLA
0.0,101576.18987961672,high-volatility growth stock,0.0016803507615164026,123116.52902896849,411.3200073242188,0.0,2026-02-18,very_high_volatility,TSLA
0.0,101576.18987961672,high-volatility growth stock,0.0009481282794783219,123233.25929181206,411.7099914550781,0.0,2026-02-19,very_high_volatility,TSLA
0.0,101576.18987961672,high-volatility growth stock,0.0002672169037041261,123266.18930179339,411.8200073242188,0.0,2026-02-20,very_high_volatility,TSLA
0.0,101576.18987961672,high-volatility growth stock,-0.029114711618451472,119677.32974796623,399.8299865722656,-0.0,2026-02-23,very_high_volatility,TSLA
0.0,101576.18987961672,high-volatility growth stock,0.023885197787236967,122535.84643964478,409.3800048828125,0.0,2026-02-24,very_high_volatility,TSLA
0.0,101576.18987961672,high-volatility growth stock,0.019590573349979934,124936.39392732253,417.3999938964844,0.0,2026-02-25,very_high_volatility,TSLA
0.0,101576.18987961672,high-volatility growth stock,-0.021130827631028026,122296.38452240206,408.5799865722656,-0.0,2026-02-26,very_high_volatility,TSLA
0.0,101576.18987961672,high-volatility growth stock,-0.014856275407819197,120479.5157525567,402.510009765625,-0.0,2026-02-27,very_high_volatility,TSLA
0.0,101576.18987961672,high-volatility growth stock,0.00201236624914114,120721.96466377002,403.3200073242188,0.0,2026-03-02,very_high_volatility,TSLA
0.0,101576.18987961672,high-volatility growth stock,-0.027000928420799375,117462.35953706529,392.4299926757813,-0.0,2026-03-03,very_high_volatility,TSLA
0.0,101576.18987961672,high-volatility growth stock,0.03442654745501761,121506.1830318464,405.9400024414063,0.0,2026-03-04,very_high_volatility,TSLA
0.0,101576.18987961672,high-volatility growth stock,-0.0009607691927178141,121389.44363446468,405.5499877929688,-0.0,2026-03-05,very_high_volatility,TSLA
0.0,101576.18987961672,high-volatility growth stock,-0.021748186591348695,118749.44336408234,396.7300109863281,-0.0,2026-03-06,very_high_volatility,TSLA
