asset,date,open,high,low,close,volume,data_source
SPY,2022-01-03,476.29998779296875,477.8500061035156,473.8500061035156,477.7099914550781,72668200,YahooFinance
SPY,2022-01-04,479.2200012207031,479.9800109863281,475.5799865722656,477.54998779296875,71178700,YahooFinance
SPY,2022-01-05,477.1600036621094,477.9800109863281,468.2799987792969,468.3800048828125,104538900,YahooFinance
SPY,2022-01-06,467.8900146484375,470.82000732421875,465.42999267578125,467.94000244140625,86858900,YahooFinance
SPY,2022-01-07,467.95001220703125,469.20001220703125,464.6499938964844,466.0899963378906,85111600,YahooFinance
SPY,2022-01-10,462.70001220703125,465.739990234375,456.6000061035156,465.510009765625,119362000,YahooFinance
SPY,2022-01-11,465.2300109863281,469.8500061035156,462.04998779296875,469.75,74303100,YahooFinance
SPY,2022-01-12,471.5899963378906,473.20001220703125,468.94000244140625,471.0199890136719,67605400,YahooFinance
SPY,2022-01-13,472.19000244140625,472.8800048828125,463.44000244140625,464.5299987792969,91173100,YahooFinance
SPY,2022-01-14,461.19000244140625,465.0899963378906,459.8999938964844,464.7200012207031,95890900,YahooFinance
SPY,2022-01-18,459.739990234375,459.9599914550781,455.30999755859375,456.489990234375,109709100,YahooFinance
SPY,2022-01-19,458.1300048828125,459.6099853515625,451.4599914550781,451.75,109357600,YahooFinance
SPY,2022-01-20,453.75,458.739990234375,444.5,446.75,122379700,YahooFinance
SPY,2022-01-21,445.55999755859375,448.05999755859375,437.95001220703125,437.9800109863281,202271200,YahooFinance
SPY,2022-01-24,432.0299987792969,440.3800048828125,420.760009765625,439.8399963378906,251783900,YahooFinance
SPY,2022-01-25,433.05999755859375,439.7200012207031,427.1499938964844,434.4700012207031,167997300,YahooFinance
SPY,2022-01-26,440.7200012207031,444.0400085449219,428.8599853515625,433.3800048828125,186391100,YahooFinance
SPY,2022-01-27,438.260009765625,441.5899963378906,429.45001220703125,431.239990234375,149878300,YahooFinance
SPY,2022-01-28,432.67999267578125,442.0,427.82000732421875,441.95001220703125,164457400,YahooFinance
SPY,2022-01-31,441.239990234375,450.2799987792969,439.80999755859375,449.9100036621094,152251400,YahooFinance
SPY,2022-02-01,450.67999267578125,453.6300048828125,446.94000244140625,452.95001220703125,123155400,YahooFinance
SPY,2022-02-02,455.5,458.1199951171875,453.04998779296875,457.3500061035156,117361000,YahooFinance
SPY,2022-02-03,450.95001220703125,452.9700012207031,445.7099914550781,446.6000061035156,118024400,YahooFinance
SPY,2022-02-04,446.3500061035156,452.7799987792969,443.8299865722656,448.70001220703125,118454400,YahooFinance
SPY,2022-02-07,449.510009765625,450.989990234375,445.8500061035156,447.260009765625,84472900,YahooFinance
SPY,2022-02-08,446.7300109863281,451.9200134277344,445.2200012207031,450.94000244140625,81012000,YahooFinance
SPY,2022-02-09,455.2200012207031,457.8800048828125,455.010009765625,457.5400085449219,92589900,YahooFinance
SPY,2022-02-10,451.3399963378906,457.7099914550781,447.20001220703125,449.32000732421875,140103700,YahooFinance
SPY,2022-02-11,449.4100036621094,451.6099853515625,438.94000244140625,440.4599914550781,153214600,YahooFinance
SPY,2022-02-14,439.9200134277344,441.6000061035156,435.3399963378906,439.0199890136719,123006300,YahooFinance
SPY,2022-02-15,443.7300109863281,446.2799987792969,443.17999267578125,446.1000061035156,88482700,YahooFinance
SPY,2022-02-16,443.92999267578125,448.05999755859375,441.94000244140625,446.6000061035156,84863600,YahooFinance
SPY,2022-02-17,443.2200012207031,446.57000732421875,436.4200134277344,437.05999755859375,102259100,YahooFinance
SPY,2022-02-18,437.3299865722656,438.6600036621094,431.82000732421875,434.2300109863281,132642900,YahooFinance
SPY,2022-02-22,431.8900146484375,435.5,425.8599853515625,429.57000732421875,124391800,YahooFinance
SPY,2022-02-23,432.6600036621094,433.260009765625,421.3500061035156,421.95001220703125,132578000,YahooFinance
SPY,2022-02-24,411.0199890136719,428.760009765625,410.6400146484375,428.29998779296875,213942900,YahooFinance
SPY,2022-02-25,429.6099853515625,437.8399963378906,427.8599853515625,437.75,121804500,YahooFinance
SPY,2022-02-28,432.0299987792969,438.20001220703125,430.70001220703125,436.6300048828125,145615000,YahooFinance
SPY,2022-03-01,435.0400085449219,437.1700134277344,427.1099853515625,429.9800109863281,137785900,YahooFinance
SPY,2022-03-02,432.3699951171875,439.7200012207031,431.57000732421875,437.8900146484375,117726500,YahooFinance
SPY,2022-03-03,440.4700012207031,441.1099853515625,433.79998779296875,435.7099914550781,105501700,YahooFinance
SPY,2022-03-04,431.75,433.3699951171875,427.8800048828125,432.1700134277344,113978200,YahooFinance
SPY,2022-03-07,431.54998779296875,432.29998779296875,419.3599853515625,419.42999267578125,137896600,YahooFinance
SPY,2022-03-08,419.6199951171875,427.2099914550781,415.1199951171875,416.25,164772700,YahooFinance
SPY,2022-03-09,425.1400146484375,429.510009765625,422.82000732421875,427.4100036621094,116990800,YahooFinance
SPY,2022-03-10,422.5199890136719,426.42999267578125,420.44000244140625,425.4800109863281,93972700,YahooFinance
SPY,2022-03-11,428.1199951171875,428.7699890136719,419.5299987792969,420.07000732421875,95636300,YahooFinance
SPY,2022-03-14,420.8900146484375,424.54998779296875,415.7900085449219,417.0,95729200,YahooFinance
SPY,2022-03-15,419.7699890136719,426.8399963378906,418.4200134277344,426.1700134277344,106219100,YahooFinance
SPY,2022-03-16,429.8900146484375,435.67999267578125,424.79998779296875,435.6199951171875,144954800,YahooFinance
SPY,2022-03-17,433.5899963378906,441.07000732421875,433.19000244140625,441.07000732421875,102676900,YahooFinance
SPY,2022-03-18,438.0,444.8599853515625,437.2200012207031,444.5199890136719,106345500,YahooFinance
SPY,2022-03-21,444.3399963378906,446.4599914550781,440.67999267578125,444.3900146484375,88349800,YahooFinance
SPY,2022-03-22,445.8599853515625,450.5799865722656,445.8599853515625,449.5899963378906,74650400,YahooFinance
SPY,2022-03-23,446.9100036621094,448.489990234375,443.7099914550781,443.79998779296875,79426100,YahooFinance
SPY,2022-03-24,445.94000244140625,450.5,444.760009765625,450.489990234375,64736900,YahooFinance
SPY,2022-03-25,451.1600036621094,452.9800109863281,448.42999267578125,452.69000244140625,77101300,YahooFinance
SPY,2022-03-28,452.05999755859375,455.9100036621094,450.05999755859375,455.9100036621094,68529800,YahooFinance
SPY,2022-03-29,460.0199890136719,462.07000732421875,457.17999267578125,461.54998779296875,86581500,YahooFinance
SPY,2022-03-30,460.3399963378906,461.20001220703125,456.4700012207031,458.70001220703125,79666900,YahooFinance
SPY,2022-03-31,457.8900146484375,458.760009765625,451.1600036621094,451.6400146484375,121699900,YahooFinance
SPY,2022-04-01,453.30999755859375,453.4599914550781,449.1400146484375,452.9200134277344,89048800,YahooFinance
SPY,2022-04-04,453.1300048828125,456.9100036621094,452.260009765625,456.79998779296875,59601000,YahooFinance
SPY,2022-04-05,455.2200012207031,457.8299865722656,449.82000732421875,451.0299987792969,74214500,YahooFinance
SPY,2022-04-06,446.8900146484375,448.92999267578125,443.4700012207031,446.5199890136719,106898000,YahooFinance
SPY,2022-04-07,445.5899963378906,450.69000244140625,443.5299987792969,448.7699890136719,78097200,YahooFinance
SPY,2022-04-08,447.9700012207031,450.6300048828125,445.94000244140625,447.57000732421875,79272700,YahooFinance
SPY,2022-04-11,444.1099853515625,445.0,439.3900146484375,439.9200134277344,89770500,YahooFinance
SPY,2022-04-12,443.0799865722656,445.75,436.6499938964844,438.2900085449219,84363600,YahooFinance
SPY,2022-04-13,438.0299987792969,444.1099853515625,437.8399963378906,443.30999755859375,74070400,YahooFinance
SPY,2022-04-14,443.54998779296875,444.7300109863281,437.67999267578125,437.7900085449219,97869500,YahooFinance
SPY,2022-04-18,436.80999755859375,439.75,435.6099853515625,437.9700012207031,66002500,YahooFinance
SPY,2022-04-19,437.8599853515625,445.79998779296875,437.67999267578125,445.0400085449219,77821000,YahooFinance
SPY,2022-04-20,446.9200134277344,447.57000732421875,443.4800109863281,444.7099914550781,65224400,YahooFinance
SPY,2022-04-21,448.5400085449219,450.010009765625,437.1000061035156,438.05999755859375,85417300,YahooFinance
SPY,2022-04-22,436.9100036621094,438.0799865722656,425.44000244140625,426.0400085449219,132471800,YahooFinance
SPY,2022-04-25,423.6700134277344,428.69000244140625,418.8399963378906,428.510009765625,119647700,YahooFinance
SPY,2022-04-26,425.8299865722656,426.0400085449219,416.07000732421875,416.1000061035156,103996300,YahooFinance
SPY,2022-04-27,417.239990234375,422.9200134277344,415.010009765625,417.2699890136719,122030000,YahooFinance
SPY,2022-04-28,422.2900085449219,429.6400146484375,417.6000061035156,427.80999755859375,105449100,YahooFinance
SPY,2022-04-29,423.5899963378906,425.8699951171875,411.2099914550781,412.0,145491100,YahooFinance
SPY,2022-05-02,412.07000732421875,415.9200134277344,405.0199890136719,414.4800109863281,158312500,YahooFinance
SPY,2022-05-03,415.010009765625,418.92999267578125,413.3599853515625,416.3800048828125,100028200,YahooFinance
SPY,2022-05-04,417.0799865722656,429.6600036621094,413.7099914550781,429.05999755859375,144247900,YahooFinance
SPY,2022-05-05,424.54998779296875,425.0,409.44000244140625,413.80999755859375,172929100,YahooFinance
SPY,2022-05-06,411.1000061035156,414.79998779296875,405.7300109863281,411.3399963378906,151770800,YahooFinance
SPY,2022-05-09,405.1000061035156,406.4100036621094,396.5,398.1700134277344,155586100,YahooFinance
SPY,2022-05-10,404.489990234375,406.0799865722656,394.82000732421875,399.0899963378906,132497200,YahooFinance
SPY,2022-05-11,398.07000732421875,404.0400085449219,391.9599914550781,392.75,142361000,YahooFinance
SPY,2022-05-12,389.3699951171875,395.79998779296875,385.1499938964844,392.3399963378906,125090800,YahooFinance
SPY,2022-05-13,396.7099914550781,403.17999267578125,395.6099853515625,401.7200012207031,104174400,YahooFinance
SPY,2022-05-16,399.9800109863281,403.9700012207031,397.6000061035156,400.0899963378906,78622400,YahooFinance
