asset,date,close,volume,daily_return,ma20,ma60,ret20,vol20,drawdown60,rsi14,macd,macd_signal
DIA,2025-05-06,408.23999,1745600,-0.009751,400.1795,417.16883,0.075533,0.35318,-0.161178,53.88441,-0.347095,-2.992564
DIA,2025-05-07,411.04999,2420600,0.006883,401.908,416.60667,0.091824,0.350415,-0.161178,63.17829,0.139044,-2.366242
DIA,2025-05-08,413.88,2001000,0.006885,402.298,416.0695,0.019208,0.21639,-0.161178,71.82171,0.744094,-1.744175
DIA,2025-05-09,412.42001,1789200,-0.003528,403.135,415.54933,0.042307,0.193281,-0.161178,85.54939,1.093189,-1.176702
DIA,2025-05-12,424.23001,2398600,0.028636,404.251,415.1655,0.055535,0.210005,-0.161178,86.05168,2.296347,-0.482093
DIA,2025-05-13,421.51001,3018000,-0.006412,405.0555,414.76083,0.039687,0.211197,-0.161178,79.38474,2.995843,0.213495
DIA,2025-05-14,420.54999,3064800,-0.002278,405.8975,414.338,0.041713,0.210546,-0.161178,74.80349,3.433157,0.857427
DIA,2025-05-15,423.48001,3927000,0.006967,407.233,413.9515,0.067319,0.19825,-0.161178,76.52335,3.970392,1.48002
DIA,2025-05-16,426.54999,2430300,0.007249,408.9925,413.6875,0.089917,0.18814,-0.161178,77.4909,4.590954,2.102207
DIA,2025-05-19,428.04001,3121500,0.003493,411.3135,413.58567,0.121639,0.153333,-0.161178,76.72673,5.143693,2.710504
DIA,2025-05-20,426.97,1971000,-0.0025,413.0685,413.45967,0.089571,0.134056,-0.161178,74.18519,5.432777,3.254959
DIA,2025-05-21,418.75,3624800,-0.019252,414.2105,413.17,0.05769,0.155867,-0.161178,61.37776,4.941628,3.592293
DIA,2025-05-22,418.82001,2638600,0.000167,415.1025,412.91133,0.044491,0.151561,-0.161178,56.53254,4.506095,3.775053
DIA,2025-05-23,416.32999,3117800,-0.005945,415.868,412.64433,0.038178,0.15418,-0.161178,54.42869,3.914879,3.803018
DIA,2025-05-27,423.85001,3126600,0.018063,416.947,412.40233,0.053646,0.164501,-0.161178,65.7836,4.00695,3.843805
DIA,2025-05-28,421.42001,1790900,-0.005733,417.7575,412.2245,0.040004,0.166126,-0.161178,60.56654,3.839576,3.842959
DIA,2025-05-29,422.45999,2751400,0.002468,418.5635,412.17267,0.039671,0.16611,-0.161178,59.07358,3.747648,3.823897
DIA,2025-05-30,422.85001,2957500,0.000923,419.335,412.04567,0.037872,0.166133,-0.161178,61.28541,3.664029,3.791923
DIA,2025-06-02,423.70999,2636100,0.002034,419.8685,412.00917,0.025833,0.160113,-0.161178,49.26259,3.625363,3.758611
DIA,2025-06-03,426.01001,2332600,0.005428,420.556,411.97167,0.033353,0.160272,-0.161178,56.45808,3.737231,3.754335
DIA,2025-06-04,424.94,2163300,-0.002512,421.391,412.0625,0.040907,0.155404,-0.161178,56.28041,3.696931,3.742854
DIA,2025-06-05,423.97,3018800,-0.002283,422.037,412.21633,0.031432,0.15503,-0.161178,50.74263,3.545848,3.703453
DIA,2025-06-06,428.38,3081100,0.010402,422.762,412.45683,0.035034,0.157111,-0.161178,52.66533,3.738865,3.710535
DIA,2025-06-09,428.35999,2680200,-4.7e-05,423.559,412.78317,0.03865,0.156036,-0.161178,50.48688,3.845883,3.737605
DIA,2025-06-10,429.60999,2022600,0.002918,423.828,413.02067,0.012682,0.120298,-0.161178,53.99512,3.985617,3.787207
DIA,2025-06-11,429.60001,3025000,-2.3e-05,424.2325,413.19383,0.019193,0.117422,-0.161178,71.84854,4.048879,3.839542
DIA,2025-06-12,430.48999,2587700,0.002072,424.7295,413.4265,0.023636,0.116836,-0.161178,72.74848,4.123298,3.896293
DIA,2025-06-13,422.81,4826100,-0.01784,424.696,413.46633,-0.001582,0.132688,-0.161178,60.50586,3.521965,3.821427
DIA,2025-06-16,426.28,3177100,0.008207,424.6825,413.569,-0.000633,0.133428,-0.161178,54.53526,3.287509,3.714644
DIA,2025-06-17,423.10999,2450200,-0.007436,424.436,413.62717,-0.011518,0.135262,-0.161178,53.06933,2.813474,3.53441
DIA,2025-06-18,422.84,2786700,-0.000638,424.2295,413.583,-0.009673,0.135067,-0.161178,50.71002,2.38848,3.305224
DIA,2025-06-20,421.76001,3810500,-0.002554,424.38,413.51533,0.007188,0.115883,-0.161178,48.01458,1.942135,3.032606
DIA,2025-06-23,425.72,4315000,0.009389,424.725,413.54017,0.016475,0.120197,-0.161178,53.28971,1.886199,2.803325
DIA,2025-06-24,430.79001,4958200,0.011909,425.448,413.671,0.034732,0.123484,-0.161178,57.17287,2.225325,2.687725
DIA,2025-06-25,429.85999,3265500,-0.002159,425.7485,413.90833,0.014179,0.107906,-0.161178,57.41408,2.391471,2.628474
DIA,2025-06-26,433.92999,2444800,0.009468,426.374,414.1425,0.029685,0.109319,-0.161178,63.72656,2.819063,2.666592
DIA,2025-06-27,438.0,3621000,0.009379,427.151,414.44933,0.036785,0.112838,-0.161178,63.38341,3.446618,2.822597
DIA,2025-06-30,440.64999,2827800,0.00605,428.041,414.75967,0.042095,0.113755,-0.161178,65.93209,4.110409,3.08016
DIA,2025-07-01,444.89001,4520300,0.009622,429.1,415.42083,0.049987,0.116853,-0.161178,68.3831,4.921867,3.448501
DIA,2025-07-02,444.70999,3141700,-0.000405,430.035,416.44567,0.043896,0.116727,-0.161178,68.10445,5.487174,3.856236
DIA,2025-07-03,448.09,2807100,0.0076,431.1925,417.58767,0.054478,0.11686,-0.161178,69.90048,6.137176,4.312424
DIA,2025-07-07,444.0,3657500,-0.009128,432.194,418.713,0.047244,0.123077,-0.149726,76.07675,6.250231,4.699985
DIA,2025-07-08,442.38,3563200,-0.003649,432.894,419.318,0.032681,0.120957,-0.149726,70.7581,6.138348,4.987658
DIA,2025-07-09,444.51999,3251900,0.004837,433.702,420.132,0.037725,0.121297,-0.149726,78.3576,6.151449,5.220416
DIA,2025-07-10,446.5,2262600,0.004454,434.5465,420.87517,0.039315,0.121594,-0.149726,79.97969,6.249561,5.426245
DIA,2025-07-11,443.57001,3345500,-0.006562,435.245,421.511,0.032519,0.125169,-0.149726,76.39793,6.021477,5.545291
DIA,2025-07-14,444.57999,2244700,0.002277,435.9495,422.19217,0.03273,0.125181,-0.149726,74.58285,5.854727,5.607179
DIA,2025-07-15,440.14999,3810700,-0.009964,436.8165,422.91517,0.041011,0.111274,-0.149726,62.40718,5.303972,5.546537
DIA,2025-07-16,442.35999,4230300,0.005021,437.6205,423.76517,0.037722,0.109491,-0.149726,66.02564,4.98832,5.434894
DIA,2025-07-17,445.22,3790800,0.006465,438.726,424.82517,0.052256,0.10483,-0.126888,64.93782,4.912316,5.330378
DIA,2025-07-18,443.26001,3901900,-0.004402,439.747,425.68167,0.048293,0.107183,-0.117887,57.37109,4.640436,5.19239
DIA,2025-07-21,443.44,2548800,0.000406,440.831,426.47383,0.051404,0.105882,-0.106591,54.20056,4.388901,5.031692
DIA,2025-07-22,444.95999,3091600,0.003428,441.793,427.20683,0.045194,0.102831,-0.106502,50.11475,4.263066,4.877967
DIA,2025-07-23,450.20999,5486500,0.011799,442.764,428.02667,0.04508,0.102694,-0.103417,57.73342,4.534698,4.809313
DIA,2025-07-24,447.10999,5078300,-0.006886,443.6265,428.774,0.040129,0.106665,-0.096864,48.61109,4.448544,4.737159
DIA,2025-07-25,449.01999,3710600,0.004272,444.381,429.50417,0.034775,0.103378,-0.094346,57.58308,4.482714,4.68627
DIA,2025-07-28,448.34,2864200,-0.001514,444.898,430.20417,0.023607,0.09986,-0.091938,59.26617,4.404156,4.629847
DIA,2025-07-29,446.48001,3146200,-0.004149,445.1895,430.85517,0.01323,0.099834,-0.087242,53.07407,4.144043,4.532687
DIA,2025-07-30,444.76001,3765000,-0.003852,445.183,431.38383,-0.000292,0.095168,-0.087242,47.24859,3.755817,4.377313
DIA,2025-07-31,441.32999,4223300,-0.007712,445.014,431.86833,-0.0076,0.099038,-0.087242,46.51304,3.13523,4.128896
DIA,2025-08-01,435.72,5980000,-0.012712,444.3955,432.32633,-0.027606,0.10352,-0.08096,37.93574,2.165765,3.73627
DIA,2025-08-04,441.81,5065800,0.013977,444.286,432.839,-0.004932,0.112664,-0.077897,52.16259,1.867344,3.362485
DIA,2025-08-05,441.14001,4081600,-0.001516,444.224,433.29333,-0.002803,0.112057,-0.077897,48.34423,1.558812,3.00175
DIA,2025-08-06,441.97,2975300,0.001881,444.0965,433.78583,-0.005736,0.110808,-0.058477,45.33179,1.36553,2.674506
DIA,2025-08-07,439.72,5205100,-0.005091,443.7575,434.044,-0.015185,0.110597,-0.058477,44.95724,1.01905,2.343415
DIA,2025-08-08,441.92001,3684500,0.005003,443.675,434.38417,-0.00372,0.110142,-0.058477,47.9526,0.911477,2.057027
DIA,2025-08-11,440.01001,3538100,-0.004322,443.4465,434.7085,-0.010279,0.110693,-0.050277,43.40178,0.664445,1.778511
DIA,2025-08-12,444.67999,5012600,0.010613,443.673,435.06183,0.010292,0.111438,-0.050277,42.51286,0.835863,1.589981
DIA,2025-08-13,449.42001,6203200,0.010659,444.026,435.443,0.01596,0.116146,-0.050277,52.99459,1.338761,1.539737
DIA,2025-08-14,449.16,4553200,-0.000579,444.223,435.795,0.00885,0.114279,-0.050277,50.18962,1.696771,1.571144
DIA,2025-08-15,449.53,5584400,0.000824,444.5365,436.171,0.014145,0.112823,-0.050277,51.62524,1.987442,1.654403
DIA,2025-08-18,449.04999,3809100,-0.001068,444.817,436.676,0.012651,0.113,-0.050277,53.64743,2.154235,1.75437
DIA,2025-08-19,449.29001,5794900,0.000535,445.0335,437.18383,0.009731,0.112524,-0.050277,56.7111,2.279511,1.859398
DIA,2025-08-20,449.35999,4731400,0.000156,444.991,437.73433,-0.001888,0.104319,-0.032185,63.21159,2.357267,1.958972
DIA,2025-08-21,447.95001,3780700,-0.003138,445.033,438.136,0.001879,0.101894,-0.032185,73.34865,2.278846,2.022947
DIA,2025-08-22,456.64001,8534700,0.019399,445.414,438.723,0.01697,0.122207,-0.032185,75.75552,2.884656,2.195289
DIA,2025-08-25,453.07001,3898200,-0.007818,445.6505,439.23317,0.01055,0.125832,-0.032185,68.82296,3.041632,2.364557
DIA,2025-08-26,454.48999,3190500,0.003134,446.051,439.7605,0.01794,0.124874,-0.032185,69.3928,3.243232,2.540292
DIA,2025-08-27,456.03,2943900,0.003388,446.6145,440.29917,0.025339,0.123845,-0.032185,75.83148,3.48707,2.729648
DIA,2025-08-28,456.79001,3576500,0.001667,447.3875,440.81217,0.035031,0.1192,-0.032185,74.67639,3.699,2.923518
DIA,2025-08-29,456.09,3605900,-0.001532,448.406,441.33133,0.04675,0.107215,-0.032185,77.80079,3.767047,3.092224
DIA,2025-09-02,453.60999,6009200,-0.005438,448.996,441.82533,0.026708,0.101169,-0.032185,66.70404,3.579596,3.189698
DIA,2025-09-03,453.26001,3948200,-0.000772,449.602,442.24,0.027474,0.100925,-0.032185,58.59444,3.36402,3.224563
DIA,2025-09-04,457.04999,4524200,0.008362,450.356,442.71817,0.03412,0.103932,-0.032185,65.24931,3.45912,3.271474
DIA,2025-09-05,454.98999,5828200,-0.004507,451.1195,443.14117,0.034727,0.103446,-0.032185,59.90566,3.329878,3.283155
DIA,2025-09-08,456.20001,4395200,0.002659,451.8335,443.5845,0.032314,0.102794,-0.032185,62.63703,3.287199,3.283964
DIA,2025-09-09,458.01001,5979400,0.003968,452.7335,444.04317,0.040908,0.100637,-0.032185,64.6015,3.360687,3.299308
DIA,2025-09-10,455.92999,5412200,-0.004541,453.296,444.59517,0.025299,0.097823,-0.032185,60.30751,3.214038,3.282254
DIA,2025-09-11,461.92001,6352100,0.013138,453.921,445.18917,0.027814,0.101313,-0.032185,69.16322,3.54035,3.333874
DIA,2025-09-12,459.32001,3784600,-0.005629,454.429,445.79267,0.02262,0.104161,-0.032185,54.41368,3.548255,3.37675
DIA,2025-09-15,460.07001,4862200,0.001633,454.956,446.41317,0.023447,0.104168,-0.032185,62.70877,3.573841,3.416168
DIA,2025-09-16,458.78,4526100,-0.002804,455.4425,447.03017,0.021668,0.104845,-0.032185,57.82561,3.450253,3.422985
DIA,2025-09-17,461.26001,5998000,0.005406,456.041,447.6225,0.026642,0.105922,-0.032185,59.22398,3.511941,3.440776
DIA,2025-09-18,462.63,6681000,0.00297,456.7045,448.15317,0.029531,0.105976,-0.032185,60.08285,3.629537,3.478528
DIA,2025-09-19,462.94,5871400,0.00067,457.454,448.7045,0.033464,0.104631,-0.032185,61.98809,3.705038,3.52383
DIA,2025-09-22,463.67001,4074900,0.001577,457.8055,449.20017,0.015395,0.081036,-0.032185,68.75469,3.780203,3.575105
DIA,2025-09-23,462.87,5904600,-0.001725,458.2955,449.61467,0.02163,0.075137,-0.032185,67.62002,3.732195,3.606523
DIA,2025-09-24,461.01999,4588800,-0.003997,458.622,449.95417,0.014368,0.076798,-0.032185,57.83653,3.50447,3.586112
DIA,2025-09-25,459.42999,4767200,-0.003449,458.792,450.1965,0.007456,0.077484,-0.032185,58.92997,3.159279,3.500746
DIA,2025-09-26,462.28,4167200,0.006203,459.0665,450.48933,0.012019,0.08011,-0.032185,61.47163,3.080178,3.416632
DIA,2025-09-29,463.04001,3752700,0.001644,459.414,450.7385,0.015238,0.079777,-0.032185,59.88208,3.043731,3.342052
DIA,2025-09-30,463.73999,4253300,0.001512,459.9205,451.0675,0.022332,0.076347,-0.032185,66.22346,3.036327,3.280907
DIA,2025-10-01,464.26001,4551600,0.001121,460.4705,451.43217,0.024269,0.076021,-0.032185,56.29029,3.037408,3.232207
DIA,2025-10-02,465.10999,5458300,0.001831,460.8735,451.77533,0.017635,0.071258,-0.032185,67.18091,3.071444,3.200055
DIA,2025-10-03,467.51001,9693900,0.00516,461.4995,452.1255,0.027517,0.069806,-0.032185,70.10805,3.254564,3.210956
DIA,2025-10-06,466.84,7405400,-0.001433,462.0315,452.51333,0.023323,0.070311,-0.032185,72.53906,3.307496,3.230264
DIA,2025-10-07,465.97,7368700,-0.001864,462.4295,452.86983,0.01738,0.070272,-0.032185,64.47442,3.241874,3.232586
DIA,2025-10-08,466.07001,4621200,0.000215,462.9365,453.30183,0.02224,0.067382,-0.032185,61.46663,3.161494,3.218368
DIA,2025-10-09,463.5,5411000,-0.005514,463.0155,453.65417,0.00342,0.054518,-0.032185,51.62223,2.857474,3.146189
DIA,2025-10-10,454.87,9309100,-0.018619,462.793,453.815,-0.009688,0.084255,-0.032185,32.51193,1.898285,2.896608
DIA,2025-10-13,460.67999,6272500,0.012773,462.8235,454.10533,0.001326,0.096358,-0.032185,46.37057,1.588627,2.635012
DIA,2025-10-14,462.70999,7827400,0.004407,463.02,454.4265,0.008566,0.09689,-0.032185,52.78419,1.48985,2.40598
DIA,2025-10-15,462.70999,6187100,0.0,463.0925,454.72233,0.003144,0.095102,-0.032185,55.70235,1.395482,2.20388
DIA,2025-10-16,459.56,8149500,-0.006808,462.939,454.87817,-0.006636,0.09759,-0.032185,45.32003,1.054363,1.973977
DIA,2025-10-17,461.78,8439900,0.004831,462.881,455.12267,-0.002506,0.099251,-0.032185,47.93577,0.952183,1.769618
DIA,2025-10-20,467.01999,4556600,0.011347,463.0485,455.42267,0.007225,0.107191,-0.032185,54.67769,1.279281,1.671551
DIA,2025-10-21,469.22,5951600,0.004711,463.366,455.77067,0.013719,0.107945,-0.032185,56.75012,1.696476,1.676536
DIA,2025-10-22,465.78,7604700,-0.007331,463.604,456.09233,0.010325,0.110489,-0.032185,50.85178,1.729588,1.687146
DIA,2025-10-23,467.29001,5144200,0.003242,463.997,456.46783,0.017108,0.109839,-0.032185,49.71384,1.856277,1.720972
DIA,2025-10-24,472.20999,7228900,0.010529,464.4935,456.9825,0.02148,0.113631,-0.032185,56.28952,2.326858,1.84215
DIA,2025-10-27,475.35001,4720200,0.00665,465.109,457.643,0.026585,0.115333,-0.027037,60.43149,2.919516,2.057623
DIA,2025-10-28,477.14999,9435500,0.003787,465.7795,458.232,0.028917,0.115661,-0.027037,61.87311,3.494166,2.344931
DIA,2025-10-29,476.37,10006500,-0.001635,466.385,458.81917,0.026084,0.116178,-0.027037,64.34143,3.842349,2.644415
DIA,2025-10-30,475.01001,9338300,-0.002855,466.88,459.36983,0.021285,0.117088,-0.027037,76.78195,3.962866,2.908105
DIA,2025-10-31,475.67001,7990900,0.001389,467.288,459.969,0.017454,0.116106,-0.027037,73.09712,4.064777,3.13944
DIA,2025-11-03,473.47,4858700,-0.004625,467.6195,460.49483,0.014202,0.117498,-0.027037,66.49297,3.9228,3.296112
DIA,2025-11-04,470.89999,6013300,-0.005428,467.866,461.00967,0.01058,0.119211,-0.027037,61.63683,3.561845,3.349258
DIA,2025-11-05,473.10999,7030200,0.004693,468.218,461.4835,0.015105,0.120099,-0.027037,69.781,3.414751,3.362357
DIA,2025-11-06,469.28,7125200,-0.008095,468.507,461.8145,0.01247,0.122223,-0.027037,60.45734,2.955065,3.280899
DIA,2025-11-07,469.85999,8604400,0.001236,469.2565,462.1595,0.032954,0.098782,-0.027037,54.55128,2.607504,3.14622
DIA,2025-11-10,473.82001,5636600,0.008428,469.9135,462.56433,0.028523,0.093342,-0.027037,56.97817,2.621382,3.041252
DIA,2025-11-11,479.41,4839100,0.011798,470.7485,463.07033,0.036092,0.09993,-0.027037,69.41044,3.048307,3.042663
DIA,2025-11-12,482.76001,7066900,0.006988,471.751,463.62817,0.043332,0.101335,-0.027037,70.93371,3.615291,3.157189
DIA,2025-11-13,474.73999,8722300,-0.016613,472.51,464.05117,0.033032,0.117508,-0.027037,53.15855,3.378536,3.201458
DIA,2025-11-14,471.79999,10940200,-0.006193,473.011,464.44867,0.021699,0.120041,-0.027037,45.54577,2.920012,3.145169
DIA,2025-11-17,466.32001,7599500,-0.011615,472.976,464.61,-0.001499,0.121706,-0.034054,37.56032,2.090344,2.934204
